file_name,transfer_syntax_uid
1676779930.dcm,1.2.840.10008.1.2.4.70
1781460887.dcm,1.2.840.10008.1.2.4.70
1814409353.dcm,1.2.840.10008.1.2.4.70
55428248.dcm,1.2.840.10008.1.2.4.70
1375133154.dcm,1.2.840.10008.1.2.4.70
1463232227.dcm,1.2.840.10008.1.2.4.70
1769989224.dcm,1.2.840.10008.1.2.4.70
838111747.dcm,1.2.840.10008.1.2.4.70
1577115574.dcm,1.2.840.10008.1.2.4.70
1932026673.dcm,1.2.840.10008.1.2.4.70
666244801.dcm,1.2.840.10008.1.2.4.70
807438629.dcm,1.2.840.10008.1.2.4.70
1232817618.dcm,1.2.840.10008.1.2.4.90
1668277105.dcm,1.2.840.10008.1.2.4.90
351033483.dcm,1.2.840.10008.1.2.4.90
973390986.dcm,1.2.840.10008.1.2.4.90
108494476.dcm,1.2.840.10008.1.2.4.70
1333020554.dcm,1.2.840.10008.1.2.4.70
1579868860.dcm,1.2.840.10008.1.2.4.70
265773887.dcm,1.2.840.10008.1.2.4.70
800814120.dcm,1.2.840.10008.1.2.4.70
195400299.dcm,1.2.840.10008.1.2.4.70
1967460233.dcm,1.2.840.10008.1.2.4.70
2059883725.dcm,1.2.840.10008.1.2.4.70
363277205.dcm,1.2.840.10008.1.2.4.70
605115808.dcm,1.2.840.10008.1.2.4.70
1107716845.dcm,1.2.840.10008.1.2.4.90
1464892650.dcm,1.2.840.10008.1.2.4.90
1581190058.dcm,1.2.840.10008.1.2.4.90
830801854.dcm,1.2.840.10008.1.2.4.90
1258928638.dcm,1.2.840.10008.1.2.4.90
1729120966.dcm,1.2.840.10008.1.2.4.90
1995581162.dcm,1.2.840.10008.1.2.4.90
745304387.dcm,1.2.840.10008.1.2.4.90
1160585918.dcm,1.2.840.10008.1.2.4.90
1495797827.dcm,1.2.840.10008.1.2.4.90
2018825992.dcm,1.2.840.10008.1.2.4.90
76321767.dcm,1.2.840.10008.1.2.4.90
1371981702.dcm,1.2.840.10008.1.2.4.90
1637438204.dcm,1.2.840.10008.1.2.4.90
396576745.dcm,1.2.840.10008.1.2.4.90
607078498.dcm,1.2.840.10008.1.2.4.90
1862204230.dcm,1.2.840.10008.1.2.4.70
1982211851.dcm,1.2.840.10008.1.2.4.70
2027765245.dcm,1.2.840.10008.1.2.4.70
266246169.dcm,1.2.840.10008.1.2.4.70
607898581.dcm,1.2.840.10008.1.2.4.70
611653415.dcm,1.2.840.10008.1.2.4.70
644553356.dcm,1.2.840.10008.1.2.4.70
1276100226.dcm,1.2.840.10008.1.2.4.70
1483778774.dcm,1.2.840.10008.1.2.4.70
167391513.dcm,1.2.840.10008.1.2.4.70
272324501.dcm,1.2.840.10008.1.2.4.70
506632904.dcm,1.2.840.10008.1.2.4.70
1381045133.dcm,1.2.840.10008.1.2.4.70
407612162.dcm,1.2.840.10008.1.2.4.70
609328459.dcm,1.2.840.10008.1.2.4.70
876032911.dcm,1.2.840.10008.1.2.4.70
1095412840.dcm,1.2.840.10008.1.2.4.90
1216532269.dcm,1.2.840.10008.1.2.4.90
46469454.dcm,1.2.840.10008.1.2.4.90
797737008.dcm,1.2.840.10008.1.2.4.90
1019763827.dcm,1.2.840.10008.1.2.4.90
1696075167.dcm,1.2.840.10008.1.2.4.90
1816705499.dcm,1.2.840.10008.1.2.4.90
311168378.dcm,1.2.840.10008.1.2.4.90
435363551.dcm,1.2.840.10008.1.2.4.90
1401448797.dcm,1.2.840.10008.1.2.4.70
383708949.dcm,1.2.840.10008.1.2.4.70
751571777.dcm,1.2.840.10008.1.2.4.70
782494031.dcm,1.2.840.10008.1.2.4.70
1248720610.dcm,1.2.840.10008.1.2.4.90
1268075019.dcm,1.2.840.10008.1.2.4.90
1334156926.dcm,1.2.840.10008.1.2.4.90
187027334.dcm,1.2.840.10008.1.2.4.90
224712929.dcm,1.2.840.10008.1.2.4.90
707529389.dcm,1.2.840.10008.1.2.4.90
1030343836.dcm,1.2.840.10008.1.2.4.90
1649303306.dcm,1.2.840.10008.1.2.4.90
2017763668.dcm,1.2.840.10008.1.2.4.90
427101910.dcm,1.2.840.10008.1.2.4.90
1063835519.dcm,1.2.840.10008.1.2.4.90
1785576427.dcm,1.2.840.10008.1.2.4.90
817378225.dcm,1.2.840.10008.1.2.4.90
977905343.dcm,1.2.840.10008.1.2.4.90
1222121284.dcm,1.2.840.10008.1.2.4.70
1332941282.dcm,1.2.840.10008.1.2.4.70
1774497291.dcm,1.2.840.10008.1.2.4.70
452556492.dcm,1.2.840.10008.1.2.4.70
1117020355.dcm,1.2.840.10008.1.2.4.90
1212417848.dcm,1.2.840.10008.1.2.4.90
1834201085.dcm,1.2.840.10008.1.2.4.90
929031467.dcm,1.2.840.10008.1.2.4.90
1199045232.dcm,1.2.840.10008.1.2.4.90
1361228331.dcm,1.2.840.10008.1.2.4.90
1824100608.dcm,1.2.840.10008.1.2.4.90
841312936.dcm,1.2.840.10008.1.2.4.90
1385180924.dcm,1.2.840.10008.1.2.4.90
1644216215.dcm,1.2.840.10008.1.2.4.90
1657660442.dcm,1.2.840.10008.1.2.4.90
883642391.dcm,1.2.840.10008.1.2.4.90
1220834231.dcm,1.2.840.10008.1.2.4.90
1584654531.dcm,1.2.840.10008.1.2.4.90
1617947600.dcm,1.2.840.10008.1.2.4.90
546169626.dcm,1.2.840.10008.1.2.4.90
1537444849.dcm,1.2.840.10008.1.2.4.70
1857690035.dcm,1.2.840.10008.1.2.4.70
1901825187.dcm,1.2.840.10008.1.2.4.70
767754460.dcm,1.2.840.10008.1.2.4.70
1127780148.dcm,1.2.840.10008.1.2.4.70
1354361380.dcm,1.2.840.10008.1.2.4.70
157048103.dcm,1.2.840.10008.1.2.4.70
2049957533.dcm,1.2.840.10008.1.2.4.70
1311352975.dcm,1.2.840.10008.1.2.4.90
1313414003.dcm,1.2.840.10008.1.2.4.90
426661175.dcm,1.2.840.10008.1.2.4.90
725941064.dcm,1.2.840.10008.1.2.4.90
1487700051.dcm,1.2.840.10008.1.2.4.70
1882436239.dcm,1.2.840.10008.1.2.4.70
227760017.dcm,1.2.840.10008.1.2.4.70
284708602.dcm,1.2.840.10008.1.2.4.70
1167990339.dcm,1.2.840.10008.1.2.4.90
34700621.dcm,1.2.840.10008.1.2.4.90
763186195.dcm,1.2.840.10008.1.2.4.90
937109986.dcm,1.2.840.10008.1.2.4.90
1593436472.dcm,1.2.840.10008.1.2.4.70
1780729993.dcm,1.2.840.10008.1.2.4.70
369964616.dcm,1.2.840.10008.1.2.4.70
40207666.dcm,1.2.840.10008.1.2.4.70
43344806.dcm,1.2.840.10008.1.2.4.70
774827564.dcm,1.2.840.10008.1.2.4.70
993520374.dcm,1.2.840.10008.1.2.4.70
1033471682.dcm,1.2.840.10008.1.2.4.90
1654450589.dcm,1.2.840.10008.1.2.4.90
2027498278.dcm,1.2.840.10008.1.2.4.90
796003416.dcm,1.2.840.10008.1.2.4.90
881144932.dcm,1.2.840.10008.1.2.4.90
1862960721.dcm,1.2.840.10008.1.2.4.90
2088301322.dcm,1.2.840.10008.1.2.4.90
274585100.dcm,1.2.840.10008.1.2.4.90
855508729.dcm,1.2.840.10008.1.2.4.90
1176657590.dcm,1.2.840.10008.1.2.4.70
1308949510.dcm,1.2.840.10008.1.2.4.70
1858761621.dcm,1.2.840.10008.1.2.4.70
2068922317.dcm,1.2.840.10008.1.2.4.70
643651118.dcm,1.2.840.10008.1.2.4.70
761142587.dcm,1.2.840.10008.1.2.4.70
1969874361.dcm,1.2.840.10008.1.2.4.90
2063672636.dcm,1.2.840.10008.1.2.4.90
2105893877.dcm,1.2.840.10008.1.2.4.90
722885662.dcm,1.2.840.10008.1.2.4.90
1552124440.dcm,1.2.840.10008.1.2.4.70
1616696471.dcm,1.2.840.10008.1.2.4.70
1826546638.dcm,1.2.840.10008.1.2.4.70
201713981.dcm,1.2.840.10008.1.2.4.70
2023041278.dcm,1.2.840.10008.1.2.4.70
946297700.dcm,1.2.840.10008.1.2.4.70
993032636.dcm,1.2.840.10008.1.2.4.70
13974463.dcm,1.2.840.10008.1.2.4.70
1471096904.dcm,1.2.840.10008.1.2.4.70
1540725283.dcm,1.2.840.10008.1.2.4.70
15931898.dcm,1.2.840.10008.1.2.4.70
1620613415.dcm,1.2.840.10008.1.2.4.70
1946759104.dcm,1.2.840.10008.1.2.4.70
22405939.dcm,1.2.840.10008.1.2.4.70
972255440.dcm,1.2.840.10008.1.2.4.70
1897089136.dcm,1.2.840.10008.1.2.4.70
374609869.dcm,1.2.840.10008.1.2.4.70
411534040.dcm,1.2.840.10008.1.2.4.70
9847153.dcm,1.2.840.10008.1.2.4.70
1117417333.dcm,1.2.840.10008.1.2.4.90
2022051250.dcm,1.2.840.10008.1.2.4.90
251904513.dcm,1.2.840.10008.1.2.4.90
278911042.dcm,1.2.840.10008.1.2.4.90
1716461980.dcm,1.2.840.10008.1.2.4.90
1924104560.dcm,1.2.840.10008.1.2.4.90
1988757394.dcm,1.2.840.10008.1.2.4.90
41313074.dcm,1.2.840.10008.1.2.4.90
1451060171.dcm,1.2.840.10008.1.2.4.90
1945652747.dcm,1.2.840.10008.1.2.4.90
297219081.dcm,1.2.840.10008.1.2.4.90
727499168.dcm,1.2.840.10008.1.2.4.90
1257659581.dcm,1.2.840.10008.1.2.4.90
278573216.dcm,1.2.840.10008.1.2.4.90
60165637.dcm,1.2.840.10008.1.2.4.90
614303025.dcm,1.2.840.10008.1.2.4.90
660532801.dcm,1.2.840.10008.1.2.4.90
1758830399.dcm,1.2.840.10008.1.2.4.90
576122488.dcm,1.2.840.10008.1.2.4.90
764867340.dcm,1.2.840.10008.1.2.4.90
769478131.dcm,1.2.840.10008.1.2.4.90
1196773108.dcm,1.2.840.10008.1.2.4.70
1461360566.dcm,1.2.840.10008.1.2.4.70
1476307469.dcm,1.2.840.10008.1.2.4.70
273930147.dcm,1.2.840.10008.1.2.4.70
649538430.dcm,1.2.840.10008.1.2.4.70
70309737.dcm,1.2.840.10008.1.2.4.70
1151690977.dcm,1.2.840.10008.1.2.4.70
1301880329.dcm,1.2.840.10008.1.2.4.70
1940080193.dcm,1.2.840.10008.1.2.4.70
2076281608.dcm,1.2.840.10008.1.2.4.70
578902944.dcm,1.2.840.10008.1.2.4.70
779903676.dcm,1.2.840.10008.1.2.4.70
1580815494.dcm,1.2.840.10008.1.2.4.70
1633223532.dcm,1.2.840.10008.1.2.4.70
228446640.dcm,1.2.840.10008.1.2.4.70
944535534.dcm,1.2.840.10008.1.2.4.70
125143286.dcm,1.2.840.10008.1.2.4.90
1392913333.dcm,1.2.840.10008.1.2.4.90
1965665237.dcm,1.2.840.10008.1.2.4.90
2066314945.dcm,1.2.840.10008.1.2.4.90
1652851391.dcm,1.2.840.10008.1.2.4.70
1663306587.dcm,1.2.840.10008.1.2.4.70
1751635687.dcm,1.2.840.10008.1.2.4.70
739841432.dcm,1.2.840.10008.1.2.4.70
1770807658.dcm,1.2.840.10008.1.2.4.90
1838021144.dcm,1.2.840.10008.1.2.4.90
711533480.dcm,1.2.840.10008.1.2.4.90
836443904.dcm,1.2.840.10008.1.2.4.90
1176377450.dcm,1.2.840.10008.1.2.4.90
1620619772.dcm,1.2.840.10008.1.2.4.90
1784898396.dcm,1.2.840.10008.1.2.4.90
1931510392.dcm,1.2.840.10008.1.2.4.90
1478415469.dcm,1.2.840.10008.1.2.4.90
1895492913.dcm,1.2.840.10008.1.2.4.90
280621352.dcm,1.2.840.10008.1.2.4.90
428532526.dcm,1.2.840.10008.1.2.4.90
1332084908.dcm,1.2.840.10008.1.2.4.90
1786690311.dcm,1.2.840.10008.1.2.4.90
1933848539.dcm,1.2.840.10008.1.2.4.90
591123709.dcm,1.2.840.10008.1.2.4.90
1562174769.dcm,1.2.840.10008.1.2.4.90
1868148345.dcm,1.2.840.10008.1.2.4.90
2105332458.dcm,1.2.840.10008.1.2.4.90
97450802.dcm,1.2.840.10008.1.2.4.90
1094887797.dcm,1.2.840.10008.1.2.4.70
1209491097.dcm,1.2.840.10008.1.2.4.70
1223335281.dcm,1.2.840.10008.1.2.4.70
1589228359.dcm,1.2.840.10008.1.2.4.70
1595059743.dcm,1.2.840.10008.1.2.4.70
1601893608.dcm,1.2.840.10008.1.2.4.70
1819459933.dcm,1.2.840.10008.1.2.4.70
203837440.dcm,1.2.840.10008.1.2.4.70
871227326.dcm,1.2.840.10008.1.2.4.70
952224229.dcm,1.2.840.10008.1.2.4.70
1120382217.dcm,1.2.840.10008.1.2.4.70
1285202241.dcm,1.2.840.10008.1.2.4.70
1441952045.dcm,1.2.840.10008.1.2.4.70
1547415696.dcm,1.2.840.10008.1.2.4.70
1797968584.dcm,1.2.840.10008.1.2.4.70
504613176.dcm,1.2.840.10008.1.2.4.70
808241086.dcm,1.2.840.10008.1.2.4.70
1302910227.dcm,1.2.840.10008.1.2.4.70
2141020018.dcm,1.2.840.10008.1.2.4.70
538972378.dcm,1.2.840.10008.1.2.4.70
632818275.dcm,1.2.840.10008.1.2.4.70
1292006848.dcm,1.2.840.10008.1.2.4.70
2005727807.dcm,1.2.840.10008.1.2.4.70
679382815.dcm,1.2.840.10008.1.2.4.70
778026622.dcm,1.2.840.10008.1.2.4.70
896301910.dcm,1.2.840.10008.1.2.4.70
1098611287.dcm,1.2.840.10008.1.2.4.90
1576201450.dcm,1.2.840.10008.1.2.4.90
1592008469.dcm,1.2.840.10008.1.2.4.90
246097678.dcm,1.2.840.10008.1.2.4.90
105770343.dcm,1.2.840.10008.1.2.4.70
179219496.dcm,1.2.840.10008.1.2.4.70
1969917647.dcm,1.2.840.10008.1.2.4.70
924340828.dcm,1.2.840.10008.1.2.4.70
1770354316.dcm,1.2.840.10008.1.2.4.70
1810329042.dcm,1.2.840.10008.1.2.4.70
400855687.dcm,1.2.840.10008.1.2.4.70
863481972.dcm,1.2.840.10008.1.2.4.70
1215083449.dcm,1.2.840.10008.1.2.4.70
149787458.dcm,1.2.840.10008.1.2.4.70
1676397365.dcm,1.2.840.10008.1.2.4.70
1873336201.dcm,1.2.840.10008.1.2.4.70
1420229228.dcm,1.2.840.10008.1.2.4.90
1888733777.dcm,1.2.840.10008.1.2.4.90
2086678166.dcm,1.2.840.10008.1.2.4.90
225973.dcm,1.2.840.10008.1.2.4.90
1741497151.dcm,1.2.840.10008.1.2.4.90
1857880628.dcm,1.2.840.10008.1.2.4.90
1898855448.dcm,1.2.840.10008.1.2.4.90
382831252.dcm,1.2.840.10008.1.2.4.90
1163498976.dcm,1.2.840.10008.1.2.4.70
142446492.dcm,1.2.840.10008.1.2.4.70
208462140.dcm,1.2.840.10008.1.2.4.70
682233910.dcm,1.2.840.10008.1.2.4.70
182789977.dcm,1.2.840.10008.1.2.4.70
1993026097.dcm,1.2.840.10008.1.2.4.70
2131171066.dcm,1.2.840.10008.1.2.4.70
455341968.dcm,1.2.840.10008.1.2.4.70
70216419.dcm,1.2.840.10008.1.2.4.70
1176332065.dcm,1.2.840.10008.1.2.4.70
1458622569.dcm,1.2.840.10008.1.2.4.70
1604510667.dcm,1.2.840.10008.1.2.4.70
1717981432.dcm,1.2.840.10008.1.2.4.70
380407567.dcm,1.2.840.10008.1.2.4.70
662392424.dcm,1.2.840.10008.1.2.4.70
829440179.dcm,1.2.840.10008.1.2.4.70
1048030282.dcm,1.2.840.10008.1.2.4.90
1479237535.dcm,1.2.840.10008.1.2.4.90
1589971686.dcm,1.2.840.10008.1.2.4.90
1830653951.dcm,1.2.840.10008.1.2.4.90
1056614352.dcm,1.2.840.10008.1.2.4.70
1175199418.dcm,1.2.840.10008.1.2.4.70
1353903675.dcm,1.2.840.10008.1.2.4.70
971482194.dcm,1.2.840.10008.1.2.4.70
1149705463.dcm,1.2.840.10008.1.2.4.70
1191632699.dcm,1.2.840.10008.1.2.4.70
1234906325.dcm,1.2.840.10008.1.2.4.70
300789707.dcm,1.2.840.10008.1.2.4.70
391756827.dcm,1.2.840.10008.1.2.4.70
816558922.dcm,1.2.840.10008.1.2.4.70
143798811.dcm,1.2.840.10008.1.2.4.70
2109892067.dcm,1.2.840.10008.1.2.4.70
306365461.dcm,1.2.840.10008.1.2.4.70
318319219.dcm,1.2.840.10008.1.2.4.70
1085751710.dcm,1.2.840.10008.1.2.4.90
1646491944.dcm,1.2.840.10008.1.2.4.90
1716439630.dcm,1.2.840.10008.1.2.4.90
437060562.dcm,1.2.840.10008.1.2.4.90
1555363150.dcm,1.2.840.10008.1.2.4.90
211977932.dcm,1.2.840.10008.1.2.4.90
611586885.dcm,1.2.840.10008.1.2.4.90
727073052.dcm,1.2.840.10008.1.2.4.90
112923789.dcm,1.2.840.10008.1.2.4.70
1377138508.dcm,1.2.840.10008.1.2.4.70
1563151720.dcm,1.2.840.10008.1.2.4.70
1926557483.dcm,1.2.840.10008.1.2.4.70
166813637.dcm,1.2.840.10008.1.2.4.70
1726416481.dcm,1.2.840.10008.1.2.4.70
1976472227.dcm,1.2.840.10008.1.2.4.70
2100663413.dcm,1.2.840.10008.1.2.4.70
496666349.dcm,1.2.840.10008.1.2.4.70
506759176.dcm,1.2.840.10008.1.2.4.70
1106867205.dcm,1.2.840.10008.1.2.4.70
1763241662.dcm,1.2.840.10008.1.2.4.70
421901857.dcm,1.2.840.10008.1.2.4.70
926274269.dcm,1.2.840.10008.1.2.4.70
146149772.dcm,1.2.840.10008.1.2.4.90
407153086.dcm,1.2.840.10008.1.2.4.90
433471967.dcm,1.2.840.10008.1.2.4.90
930257365.dcm,1.2.840.10008.1.2.4.90
1046913932.dcm,1.2.840.10008.1.2.4.90
1090019410.dcm,1.2.840.10008.1.2.4.90
1500389452.dcm,1.2.840.10008.1.2.4.90
960692919.dcm,1.2.840.10008.1.2.4.90
1873924560.dcm,1.2.840.10008.1.2.4.90
329729035.dcm,1.2.840.10008.1.2.4.90
420829283.dcm,1.2.840.10008.1.2.4.90
888426604.dcm,1.2.840.10008.1.2.4.90
1790490615.dcm,1.2.840.10008.1.2.4.70
688897098.dcm,1.2.840.10008.1.2.4.70
749916123.dcm,1.2.840.10008.1.2.4.70
810595658.dcm,1.2.840.10008.1.2.4.70
1051726497.dcm,1.2.840.10008.1.2.4.90
1059968927.dcm,1.2.840.10008.1.2.4.90
1658150385.dcm,1.2.840.10008.1.2.4.90
587416079.dcm,1.2.840.10008.1.2.4.90
812097550.dcm,1.2.840.10008.1.2.4.90
1157182056.dcm,1.2.840.10008.1.2.4.70
1453461207.dcm,1.2.840.10008.1.2.4.70
1914382462.dcm,1.2.840.10008.1.2.4.70
216067803.dcm,1.2.840.10008.1.2.4.70
105489110.dcm,1.2.840.10008.1.2.4.90
1072097874.dcm,1.2.840.10008.1.2.4.90
1383612985.dcm,1.2.840.10008.1.2.4.90
2031855524.dcm,1.2.840.10008.1.2.4.90
1104544219.dcm,1.2.840.10008.1.2.4.90
1310250338.dcm,1.2.840.10008.1.2.4.90
1813647116.dcm,1.2.840.10008.1.2.4.90
345540290.dcm,1.2.840.10008.1.2.4.90
1257121795.dcm,1.2.840.10008.1.2.4.90
1347868267.dcm,1.2.840.10008.1.2.4.90
730480771.dcm,1.2.840.10008.1.2.4.90
916509884.dcm,1.2.840.10008.1.2.4.90
1019978559.dcm,1.2.840.10008.1.2.4.70
143347175.dcm,1.2.840.10008.1.2.4.70
1731017221.dcm,1.2.840.10008.1.2.4.70
1982284680.dcm,1.2.840.10008.1.2.4.70
2116616347.dcm,1.2.840.10008.1.2.4.70
241105920.dcm,1.2.840.10008.1.2.4.70
372686829.dcm,1.2.840.10008.1.2.4.70
441379575.dcm,1.2.840.10008.1.2.4.70
746867174.dcm,1.2.840.10008.1.2.4.70
1062821506.dcm,1.2.840.10008.1.2.4.70
112513827.dcm,1.2.840.10008.1.2.4.70
1391631298.dcm,1.2.840.10008.1.2.4.70
1488813025.dcm,1.2.840.10008.1.2.4.70
1605465872.dcm,1.2.840.10008.1.2.4.70
1180081994.dcm,1.2.840.10008.1.2.4.90
1366269680.dcm,1.2.840.10008.1.2.4.90
861725567.dcm,1.2.840.10008.1.2.4.90
916478982.dcm,1.2.840.10008.1.2.4.90
1228770106.dcm,1.2.840.10008.1.2.4.90
1410917221.dcm,1.2.840.10008.1.2.4.90
1445838252.dcm,1.2.840.10008.1.2.4.90
863024799.dcm,1.2.840.10008.1.2.4.90
922882520.dcm,1.2.840.10008.1.2.4.90
1390170080.dcm,1.2.840.10008.1.2.4.70
1414542564.dcm,1.2.840.10008.1.2.4.70
143322096.dcm,1.2.840.10008.1.2.4.70
1488528290.dcm,1.2.840.10008.1.2.4.70
485832157.dcm,1.2.840.10008.1.2.4.70
889992440.dcm,1.2.840.10008.1.2.4.70
1057960721.dcm,1.2.840.10008.1.2.4.90
1546861728.dcm,1.2.840.10008.1.2.4.90
1561152908.dcm,1.2.840.10008.1.2.4.90
775712288.dcm,1.2.840.10008.1.2.4.90
114542910.dcm,1.2.840.10008.1.2.4.90
1320919073.dcm,1.2.840.10008.1.2.4.90
1685966402.dcm,1.2.840.10008.1.2.4.90
816691468.dcm,1.2.840.10008.1.2.4.90
1264777872.dcm,1.2.840.10008.1.2.4.70
1642350161.dcm,1.2.840.10008.1.2.4.70
1741799838.dcm,1.2.840.10008.1.2.4.70
177091760.dcm,1.2.840.10008.1.2.4.70
1845273761.dcm,1.2.840.10008.1.2.4.70
2057200518.dcm,1.2.840.10008.1.2.4.70
879216785.dcm,1.2.840.10008.1.2.4.70
1254423099.dcm,1.2.840.10008.1.2.4.90
1407335935.dcm,1.2.840.10008.1.2.4.90
1613777455.dcm,1.2.840.10008.1.2.4.90
429994937.dcm,1.2.840.10008.1.2.4.90
1209315961.dcm,1.2.840.10008.1.2.4.70
1427603798.dcm,1.2.840.10008.1.2.4.70
1538849311.dcm,1.2.840.10008.1.2.4.70
362023212.dcm,1.2.840.10008.1.2.4.70
468462241.dcm,1.2.840.10008.1.2.4.70
880086705.dcm,1.2.840.10008.1.2.4.70
98312675.dcm,1.2.840.10008.1.2.4.70
1892346420.dcm,1.2.840.10008.1.2.4.90
2129645616.dcm,1.2.840.10008.1.2.4.90
863676434.dcm,1.2.840.10008.1.2.4.90
864449539.dcm,1.2.840.10008.1.2.4.90
1075876909.dcm,1.2.840.10008.1.2.4.70
348553439.dcm,1.2.840.10008.1.2.4.70
4703157.dcm,1.2.840.10008.1.2.4.70
565699417.dcm,1.2.840.10008.1.2.4.70
1129084238.dcm,1.2.840.10008.1.2.4.70
2071643755.dcm,1.2.840.10008.1.2.4.70
466980876.dcm,1.2.840.10008.1.2.4.70
641094275.dcm,1.2.840.10008.1.2.4.70
1521956184.dcm,1.2.840.10008.1.2.4.70
1579825622.dcm,1.2.840.10008.1.2.4.70
2075246714.dcm,1.2.840.10008.1.2.4.70
2085894046.dcm,1.2.840.10008.1.2.4.70
618839560.dcm,1.2.840.10008.1.2.4.70
646843040.dcm,1.2.840.10008.1.2.4.70
1071015409.dcm,1.2.840.10008.1.2.4.90
1584276034.dcm,1.2.840.10008.1.2.4.90
2144090241.dcm,1.2.840.10008.1.2.4.90
999527263.dcm,1.2.840.10008.1.2.4.90
1069063499.dcm,1.2.840.10008.1.2.4.70
1478464288.dcm,1.2.840.10008.1.2.4.70
1629844503.dcm,1.2.840.10008.1.2.4.70
2120236817.dcm,1.2.840.10008.1.2.4.70
63154348.dcm,1.2.840.10008.1.2.4.70
817978181.dcm,1.2.840.10008.1.2.4.70
1025581849.dcm,1.2.840.10008.1.2.4.70
1231266625.dcm,1.2.840.10008.1.2.4.70
1335866.dcm,1.2.840.10008.1.2.4.70
1736353707.dcm,1.2.840.10008.1.2.4.70
1195811191.dcm,1.2.840.10008.1.2.4.70
1251073542.dcm,1.2.840.10008.1.2.4.70
1506832614.dcm,1.2.840.10008.1.2.4.70
316626957.dcm,1.2.840.10008.1.2.4.70
1359190743.dcm,1.2.840.10008.1.2.4.90
35828347.dcm,1.2.840.10008.1.2.4.90
921958817.dcm,1.2.840.10008.1.2.4.90
979030833.dcm,1.2.840.10008.1.2.4.90
1405254412.dcm,1.2.840.10008.1.2.4.90
1695339636.dcm,1.2.840.10008.1.2.4.90
1824859694.dcm,1.2.840.10008.1.2.4.90
543793181.dcm,1.2.840.10008.1.2.4.90
1326732476.dcm,1.2.840.10008.1.2.4.70
1397055164.dcm,1.2.840.10008.1.2.4.70
1424257315.dcm,1.2.840.10008.1.2.4.70
1869230850.dcm,1.2.840.10008.1.2.4.70
933056599.dcm,1.2.840.10008.1.2.4.70
1105055041.dcm,1.2.840.10008.1.2.4.70
1209595128.dcm,1.2.840.10008.1.2.4.70
1579100070.dcm,1.2.840.10008.1.2.4.70
321627381.dcm,1.2.840.10008.1.2.4.70
626528976.dcm,1.2.840.10008.1.2.4.70
1069719282.dcm,1.2.840.10008.1.2.4.70
1086977375.dcm,1.2.840.10008.1.2.4.70
1417771843.dcm,1.2.840.10008.1.2.4.70
1569592890.dcm,1.2.840.10008.1.2.4.70
1882170663.dcm,1.2.840.10008.1.2.4.70
1926447510.dcm,1.2.840.10008.1.2.4.70
1566246102.dcm,1.2.840.10008.1.2.4.70
180245807.dcm,1.2.840.10008.1.2.4.70
1970118138.dcm,1.2.840.10008.1.2.4.70
297882448.dcm,1.2.840.10008.1.2.4.70
972771586.dcm,1.2.840.10008.1.2.4.70
1063696188.dcm,1.2.840.10008.1.2.4.70
135744075.dcm,1.2.840.10008.1.2.4.70
162801043.dcm,1.2.840.10008.1.2.4.70
2126625832.dcm,1.2.840.10008.1.2.4.70
752170963.dcm,1.2.840.10008.1.2.4.70
1265594762.dcm,1.2.840.10008.1.2.4.70
1292022412.dcm,1.2.840.10008.1.2.4.70
1490995644.dcm,1.2.840.10008.1.2.4.70
601424809.dcm,1.2.840.10008.1.2.4.70
1832892866.dcm,1.2.840.10008.1.2.4.90
2132807803.dcm,1.2.840.10008.1.2.4.90
733212193.dcm,1.2.840.10008.1.2.4.90
780010746.dcm,1.2.840.10008.1.2.4.90
1007930324.dcm,1.2.840.10008.1.2.4.90
1779223027.dcm,1.2.840.10008.1.2.4.90
2030121650.dcm,1.2.840.10008.1.2.4.90
239934033.dcm,1.2.840.10008.1.2.4.90
1166211296.dcm,1.2.840.10008.1.2.4.70
1843457717.dcm,1.2.840.10008.1.2.4.70
1992353189.dcm,1.2.840.10008.1.2.4.70
2011862807.dcm,1.2.840.10008.1.2.4.70
75093114.dcm,1.2.840.10008.1.2.4.70
1358200745.dcm,1.2.840.10008.1.2.4.90
1499838369.dcm,1.2.840.10008.1.2.4.90
1791743996.dcm,1.2.840.10008.1.2.4.90
2070965175.dcm,1.2.840.10008.1.2.4.90
127083915.dcm,1.2.840.10008.1.2.4.70
1566899063.dcm,1.2.840.10008.1.2.4.70
312905810.dcm,1.2.840.10008.1.2.4.70
871726019.dcm,1.2.840.10008.1.2.4.70
1021428835.dcm,1.2.840.10008.1.2.4.90
1137305158.dcm,1.2.840.10008.1.2.4.90
194382354.dcm,1.2.840.10008.1.2.4.90
9149372.dcm,1.2.840.10008.1.2.4.90
1226386041.dcm,1.2.840.10008.1.2.4.70
1396776040.dcm,1.2.840.10008.1.2.4.70
1399013560.dcm,1.2.840.10008.1.2.4.70
2108979823.dcm,1.2.840.10008.1.2.4.70
2121380793.dcm,1.2.840.10008.1.2.4.70
249024760.dcm,1.2.840.10008.1.2.4.70
330486195.dcm,1.2.840.10008.1.2.4.70
84275961.dcm,1.2.840.10008.1.2.4.70
1085717059.dcm,1.2.840.10008.1.2.4.90
2123582338.dcm,1.2.840.10008.1.2.4.90
333766089.dcm,1.2.840.10008.1.2.4.90
954630289.dcm,1.2.840.10008.1.2.4.90
1266245081.dcm,1.2.840.10008.1.2.4.90
1518680937.dcm,1.2.840.10008.1.2.4.90
